date	range_ID	range	TAT
2014-10-31T01:55	2301	1765.287	600.0
2014-10-31T01:55	2302	0.0	440.0
2014-10-31T01:55	2303	0.0	320.0
2014-10-31T01:55	2304	1367.449	640.0
2014-10-31T01:55	2305	1413.523	280.0
2014-10-31T03:55	2301	1765.287	600.0
2014-10-31T03:55	2302	0.0	440.0
2014-10-31T03:55	2303	0.0	320.0
2014-10-31T03:55	2304	1367.452	640.0
2014-10-31T03:55	2305	1413.526	280.0
2014-10-31T05:55	2301	1765.284	600.0
2014-10-31T05:55	2302	0.0	440.0
2014-10-31T05:55	2303	0.0	320.0
2014-10-31T05:55	2304	1367.449	640.0
2014-10-31T05:55	2305	1413.527	280.0
2014-10-31T07:55	2301	1765.287	600.0
2014-10-31T07:55	2302	0.0	440.0
2014-10-31T07:55	2303	0.0	320.0
2014-10-31T07:55	2304	1367.456	640.0
2014-10-31T07:55	2305	1413.523	280.0
2014-10-31T09:55	2301	1765.29	600.0
2014-10-31T09:55	2302	0.0	440.0
2014-10-31T09:55	2303	0.0	320.0
2014-10-31T09:55	2304	1367.45	640.0
2014-10-31T09:55	2305	1413.528	280.0
2014-10-31T11:55	2301	1765.291	600.0
2014-10-31T11:55	2302	0.0	440.0
2014-10-31T11:55	2303	0.0	320.0
2014-10-31T11:55	2304	1367.454	640.0
2014-10-31T11:55	2305	1413.519	280.0
2014-10-31T13:55	2301	1765.29	600.0
2014-10-31T13:55	2302	0.0	440.0
2014-10-31T13:55	2303	0.0	320.0
2014-10-31T13:55	2304	1367.456	640.0
2014-10-31T13:55	2305	1413.523	280.0
2014-10-31T15:55	2301	1765.287	600.0
2014-10-31T15:55	2302	0.0	440.0
2014-10-31T15:55	2303	0.0	320.0
2014-10-31T15:55	2304	1367.457	640.0
2014-10-31T15:55	2305	1413.521	280.0
2014-10-31T17:55	2301	1765.288	600.0
2014-10-31T17:55	2302	0.0	440.0
2014-10-31T17:55	2303	0.0	320.0
2014-10-31T17:55	2304	1367.455	640.0
2014-10-31T17:55	2305	1413.526	280.0
2014-10-31T19:55	2301	1765.29	600.0
2014-10-31T19:55	2302	0.0	440.0
2014-10-31T19:55	2303	0.0	320.0
2014-10-31T19:55	2304	1367.455	640.0
2014-10-31T19:55	2305	1413.521	280.0
2014-10-31T21:55	2301	1765.282	600.0
2014-10-31T21:55	2302	0.0	440.0
2014-10-31T21:55	2303	0.0	320.0
2014-10-31T21:55	2304	1367.454	640.0
2014-10-31T21:55	2305	1413.52	280.0
2014-10-31T23:55	2301	1765.282	600.0
2014-10-31T23:55	2302	0.0	440.0
2014-10-31T23:55	2303	0.0	320.0
2014-10-31T23:55	2304	1367.446	640.0
2014-10-31T23:55	2305	1413.518	280.0
2014-11-01T01:55	2301	1765.284	600.0
2014-11-01T01:55	2302	0.0	440.0
2014-11-01T01:55	2303	0.0	320.0
2014-11-01T01:55	2304	1367.453	640.0
2014-11-01T01:55	2305	1413.517	280.0
2014-11-01T03:55	2301	1765.283	600.0
2014-11-01T03:55	2302	0.0	440.0
2014-11-01T03:55	2303	0.0	320.0
2014-11-01T03:55	2304	1367.451	640.0
2014-11-01T03:55	2305	1413.518	280.0
2014-11-01T05:55	2301	1765.283	600.0
2014-11-01T05:55	2302	0.0	440.0
2014-11-01T05:55	2303	0.0	320.0
2014-11-01T05:55	2304	1367.456	640.0
