date	hrt
2014-10-31T03:55	14.503785
2014-10-31T05:55	14.503455
2014-10-31T07:55	14.503087
2014-10-31T09:55	14.50272
2014-10-31T11:55	14.503418
2014-10-31T13:55	14.505458
2014-10-31T15:55	14.504778
2014-10-31T17:55	14.504374
2014-10-31T19:55	14.50408
2014-10-31T21:55	14.505696
2014-10-31T23:55	14.506688
2014-11-01T01:55	14.506983
2014-11-01T03:55	14.505329
2014-11-01T05:55	14.506486
2014-11-01T07:55	14.506358
2014-11-01T09:55	14.504539
2014-11-01T11:55	14.504649
2014-11-01T13:55	14.505256
2014-11-01T15:55	14.504209
2014-11-01T17:55	14.505605
2014-11-01T19:55	14.504392
2014-11-01T21:55	14.50498
2014-11-01T23:55	14.505109
2014-11-02T01:55	14.504833
2014-11-02T03:55	14.505494
2014-11-02T05:55	14.504907
2014-11-02T07:55	14.505256
2014-11-02T09:55	14.505145
2014-11-02T11:55	14.504869
2014-11-02T13:55	14.505586
2014-11-02T15:55	14.504558
2014-11-02T17:55	14.504153
2014-11-02T19:55	14.504961
2014-11-02T21:55	14.505274
2014-11-02T23:55	14.505109
2014-11-03T01:55	14.505439
2014-11-03T03:55	14.505182
2014-11-03T05:55	14.505733
2014-11-03T07:55	14.505972
2014-11-03T09:55	14.505549
2014-11-03T11:55	14.505054
2014-11-03T13:55	14.504759
2014-11-03T15:55	14.504465
2014-11-03T17:55	14.505843
2014-11-03T19:55	14.504741
2014-11-03T21:55	14.504282
2014-11-03T23:55	14.505256
2014-11-04T01:55	14.503878
2014-11-04T03:55	14.504594
2014-11-04T05:55	14.504374
2014-11-04T07:55	14.503749
2014-11-04T09:55	14.503418
2014-11-04T11:55	14.50441
2014-11-04T13:55	14.50441
2014-11-04T15:55	14.503804
2014-11-04T17:55	14.503382
2014-11-04T19:55	14.501581
2014-11-04T21:55	14.499156
2014-11-04T23:55	14.498734
2014-11-05T01:55	14.498954
2014-11-05T03:55	14.49921
2014-11-05T05:55	14.499743
2014-11-05T07:55	14.499248
2014-11-05T09:55	14.499597
2014-11-05T11:55	14.502757
2014-11-05T13:55	14.503308
2014-11-05T15:55	14.506156
2014-11-05T17:55	14.50441
2014-11-05T19:55	14.505512
2014-11-05T21:55	14.503914
2014-11-05T23:55	14.505641
2014-11-06T01:55	14.504631
2014-11-06T03:55	14.505109
2014-11-06T05:55	14.504374
2014-11-06T07:55	14.504814
2014-11-06T09:55	14.505072
2014-11-06T11:55	14.503767
2014-11-06T13:55	14.504392
2014-11-06T15:55	14.504925
2014-11-06T17:55	14.503749
2014-11-06T19:55	14.504704
2014-11-06T21:55	14.504594
2014-11-06T23:55	14.503987
2014-11-07T01:55	14.504612
2014-11-07T03:55	14.504814
2014-11-07T05:55	14.503969
2014-11-07T07:55	14.505439
2014-11-07T09:55	14.504447
2014-11-07T11:55	14.505678
2014-11-07T13:55	14.505109
2014-11-07T15:55	14.503638
2014-11-07T17:55	14.504318
2014-11-07T19:55	14.504723
2014-11-07T21:55	14.504318
2014-11-07T23:55	14.504998
2014-11-08T01:55	14.50386
2014-11-08T03:55	14.505476
2014-11-08T05:55	14.5043
2014-11-08T07:55	14.505016
2014-11-08T09:55	14.503198
2014-11-08T11:55	14.504907
2014-11-08T13:55	14.505256
