date	prs
2014-10-31T04:45	8264.836
2014-10-31T07:45	8265.411
2014-10-31T10:45	8265.397
2014-10-31T13:45	8265.207
2014-10-31T15:15	8265.304
2014-10-31T17:15	8265.207
2014-10-31T19:15	8265.232
2014-10-31T21:15	8265.022
2014-10-31T23:15	8264.873
2014-11-01T01:15	8264.89
2014-11-01T03:15	8264.786
2014-11-01T05:15	8265.131
2014-11-01T07:15	8265.159
2014-11-01T09:15	8265.518
2014-11-01T11:15	8265.49
2014-11-01T13:15	8265.428
2014-11-01T15:15	8265.378
2014-11-01T17:15	8265.269
2014-11-01T19:15	8265.229
2014-11-01T21:15	8265.248
2014-11-01T23:15	8265.202
2014-11-02T01:15	8265.159
2014-11-02T03:15	8265.296
2014-11-02T05:15	8265.331
2014-11-02T07:15	8265.43
2014-11-02T09:15	8265.504
2014-11-02T11:15	8265.485
2014-11-02T13:15	8265.443
2014-11-02T15:15	8265.673
2014-11-02T17:15	8265.791
2014-11-02T19:15	8265.603
2014-11-02T21:15	8265.487
2014-11-02T23:15	8265.312
2014-11-03T01:15	8265.44
2014-11-03T03:15	8265.548
2014-11-03T05:15	8265.639
2014-11-03T07:15	8265.727
2014-11-03T09:15	8265.603
2014-11-03T11:15	8265.524
2014-11-03T13:15	8265.47
2014-11-03T15:15	8265.735
2014-11-03T17:15	8265.665
2014-11-03T19:15	8265.869
2014-11-03T21:15	8265.592
2014-11-03T23:15	8265.708
2014-11-04T01:15	8265.648
2014-11-04T03:15	8265.764
2014-11-04T05:15	8265.852
2014-11-04T07:15	8266.178
2014-11-04T09:15	8265.904
2014-11-04T11:15	8265.788
2014-11-04T13:15	8265.557
2014-11-04T15:15	8265.796
2014-11-04T17:15	8265.997
2014-11-04T19:15	8265.933
2014-11-04T21:15	8265.895
2014-11-04T23:15	8265.655
2014-11-05T01:15	8265.845
2014-11-05T03:15	8265.687
2014-11-05T05:15	8266.107
2014-11-05T07:15	8266.059
2014-11-05T09:15	8265.902
2014-11-05T11:15	8265.763
2014-11-05T13:15	8265.951
