date	prs
2014-10-31T02:55	7871.234
2014-10-31T04:55	7871.262
2014-10-31T06:55	7871.579
2014-10-31T08:55	7871.656
2014-10-31T10:55	7871.583
2014-10-31T12:55	7871.415
2014-10-31T14:55	7871.541
2014-10-31T15:07	7871.531
2014-10-31T15:12	7871.33
2014-10-31T15:17	7871.071
2014-10-31T15:22	7871.453
2014-10-31T16:55	7871.35
2014-10-31T18:55	7871.132
2014-10-31T20:55	7871.156
2014-10-31T22:55	7870.98
2014-11-01T00:55	7871.081
2014-11-01T02:55	7870.844
2014-11-01T04:55	7870.949
2014-11-01T06:55	7871.007
2014-11-01T08:55	7871.119
2014-11-01T10:55	7871.238
2014-11-01T12:55	7871.326
2014-11-01T14:55	7871.265
2014-11-01T16:55	7871.224
2014-11-01T18:55	7871.204
2014-11-01T20:55	7870.827
2014-11-01T22:55	7870.751
2014-11-02T00:55	7871.027
2014-11-02T02:55	7871.059
2014-11-02T04:55	7871.214
2014-11-02T06:55	7871.183
2014-11-02T08:55	7871.158
2014-11-02T10:55	7871.259
2014-11-02T12:55	7871.19
2014-11-02T14:55	7871.405
2014-11-02T16:55	7871.25
2014-11-02T18:55	7871.042
2014-11-02T20:55	7870.963
2014-11-02T22:55	7871.191
2014-11-03T00:55	7871.246
2014-11-03T02:55	7870.988
2014-11-03T04:55	7871.355
2014-11-03T06:55	7871.389
2014-11-03T08:55	7871.235
2014-11-03T10:55	7871.061
2014-11-03T12:55	7870.964
2014-11-03T14:55	7871.038
2014-11-03T16:55	7871.41
2014-11-03T18:55	7871.404
2014-11-03T20:55	7871.13
2014-11-03T22:55	7871.166
2014-11-04T00:55	7871.016
2014-11-04T02:55	7871.153
2014-11-04T04:55	7871.555
2014-11-04T06:55	7871.386
2014-11-04T08:55	7871.272
2014-11-04T10:55	7870.967
2014-11-04T12:55	7871.197
2014-11-04T14:55	7871.252
2014-11-04T16:55	7871.333
2014-11-04T18:55	7871.256
2014-11-04T20:55	7871.26
2014-11-04T22:55	7871.144
2014-11-05T00:55	7871.002
2014-11-05T02:55	7871.202
2014-11-05T04:55	7871.15
2014-11-05T06:55	7871.481
2014-11-05T08:55	7871.43
2014-11-05T10:55	7871.07
2014-11-05T12:55	7871.076
2014-11-05T14:55	7871.33
2014-11-05T16:55	7871.305
2014-11-05T18:55	7871.509
2014-11-05T20:55	7871.775
2014-11-05T22:55	7871.552
2014-11-06T00:55	7871.65
2014-11-06T02:55	7871.909
2014-11-06T04:55	7871.881
2014-11-06T06:55	7872.299
2014-11-06T08:55	7872.007
2014-11-06T10:55	7871.774
2014-11-06T12:55	7871.729
2014-11-06T14:55	7871.625
2014-11-06T16:55	7871.913
2014-11-06T18:55	7872.29
2014-11-06T20:55	7872.068
2014-11-06T22:55	7871.904
2014-11-07T00:55	7871.919
2014-11-07T02:55	7872.057
2014-11-07T04:55	7872.246
2014-11-07T06:55	7872.261
2014-11-07T08:55	7872.158
2014-11-07T10:55	7871.935
2014-11-07T12:55	7871.472
2014-11-07T14:55	7871.546
2014-11-07T16:55	7871.624
2014-11-07T18:55	7871.487
2014-11-07T20:55	7871.708
2014-11-07T22:55	7871.653
2014-11-08T00:55	7871.93
2014-11-08T02:55	7871.991
2014-11-08T04:55	7872.165
2014-11-08T06:55	7872.428
2014-11-08T08:55	7872.835
2014-11-08T10:55	7872.679
2014-11-08T12:55	7872.371
2014-11-08T14:55	7872.219
2014-11-08T16:55	7872.465
2014-11-08T18:55	7872.471
2014-11-08T20:55	7872.339
2014-11-08T22:55	7872.186
2014-11-09T00:55	7872.167
2014-11-09T02:55	7872.484
2014-11-09T04:55	7872.651
2014-11-09T06:55	7872.955
2014-11-09T08:55	7873.159
2014-11-09T10:55	7872.758
2014-11-09T12:55	7872.585
2014-11-09T14:55	7872.582
2014-11-09T16:55	7872.968
2014-11-09T18:55	7873.005
2014-11-09T20:55	7872.942
2014-11-09T22:55	7872.981
2014-11-10T00:55	7872.917
2014-11-10T02:55	7873.223
2014-11-10T04:55	7873.303
2014-11-10T06:55	7873.458
2014-11-10T08:55	7873.593
2014-11-10T10:55	7873.444
2014-11-10T12:55	7873.098
2014-11-10T14:55	7873.167
2014-11-10T16:55	7872.965
2014-11-10T18:55	7872.91
2014-11-10T20:55	7872.982
2014-11-10T22:55	7873.02
2014-11-11T00:55	7873.008
2014-11-11T02:55	7872.929
2014-11-11T04:55	7873.021
2014-11-11T06:55	7873.247
2014-11-11T08:55	7873.215
2014-11-11T10:55	7872.77
2014-11-11T12:55	7872.533
2014-11-11T14:55	7872.223
2014-11-11T16:55	7872.101
2014-11-11T18:55	7872.16
2014-11-11T20:55	7871.937
2014-11-11T22:55	7871.807
2014-11-12T00:55	7872.093
2014-11-12T02:55	7871.898
2014-11-12T04:55	7871.902
2014-11-12T06:55	7872.368
2014-11-12T08:55	7872.475
2014-11-12T10:55	7872.408
2014-11-12T12:55	7872.351
2014-11-12T14:55	7872.09
2014-11-12T16:55	7871.99
2014-11-12T18:55	7871.951
2014-11-12T20:55	7872.131
2014-11-12T22:55	7872.159
2014-11-13T00:55	7872.351
2014-11-13T02:55	7872.188
2014-11-13T04:55	7872.546
2014-11-13T06:55	7872.76
2014-11-13T08:55	7872.91
2014-11-13T10:55	7872.873
2014-11-13T12:55	7872.833
2014-11-13T14:55	7872.57
2014-11-13T16:55	7872.771
2014-11-13T18:55	7872.667
2014-11-13T20:55	7872.669
2014-11-13T22:55	7872.681
2014-11-14T00:55	7872.6
2014-11-14T02:55	7872.562
2014-11-14T04:55	7872.833
2014-11-14T06:55	7873.1
2014-11-14T08:55	7873.143
2014-11-14T10:55	7873.289
2014-11-14T12:55	7872.758
2014-11-14T14:55	7872.681
2014-11-14T16:55	7872.544
2014-11-14T18:55	7872.465
2014-11-14T20:55	7872.493
2014-11-14T22:55	7872.485
2014-11-15T00:55	7872.476
2014-11-15T02:55	7872.61
2014-11-15T04:55	7872.668
2014-11-15T06:55	7872.582
2014-11-15T08:55	7872.541
2014-11-15T10:55	7872.557
2014-11-15T12:55	7872.489
2014-11-15T14:55	7872.551
2014-11-15T16:55	7872.654
2014-11-15T18:55	7872.371
2014-11-15T20:55	7872.46
2014-11-15T22:55	7872.56
2014-11-16T00:55	7872.646
2014-11-16T02:55	7872.669
2014-11-16T04:55	7872.758
2014-11-16T06:55	7872.85
2014-11-16T08:55	7873.053
2014-11-16T10:55	7872.923
2014-11-16T12:55	7873.019
2014-11-16T14:55	7872.928
2014-11-16T16:55	7873.196
2014-11-16T18:55	7872.982
2014-11-16T20:55	7873.194
2014-11-16T22:55	7873.291
2014-11-17T00:55	7873.264
2014-11-17T02:55	7873.345
2014-11-17T04:55	7873.44
2014-11-17T06:55	7873.335
2014-11-17T08:55	7873.243
2014-11-17T10:55	7873.356
2014-11-17T12:55	7873.33
2014-11-17T14:55	7873.647
2014-11-17T16:55	7873.661
2014-11-17T18:55	7873.808
2014-11-17T20:55	7873.679
2014-11-17T22:55	7873.589
2014-11-18T00:55	7873.52
2014-11-18T02:55	7873.542
