date	bat	vlt
2016-02-12T23:55	37	13.7
2016-02-15T11:55	37	13.4
2016-02-17T23:55	37	13.6
2016-02-20T11:55	38	13.7
2016-02-22T23:55	38	13.7
2016-02-25T11:55	38	13.7
2016-02-27T23:55	38	13.7
2016-03-01T11:55	38	13.7
2016-03-03T23:55	39	13.7
2016-03-06T11:55	39	13.7
2016-03-08T23:55	39	13.7
2016-03-11T11:55	39	13.7
2016-03-13T23:55	39	13.7
2016-03-16T11:55	39	13.7
2016-03-18T23:55	40	13.7
2016-03-21T11:55	40	13.7
2016-03-23T23:55	40	13.7
2016-03-26T11:55	40	13.7
2016-03-28T23:55	40	13.7
2016-03-31T11:55	41	13.7
2016-04-02T23:55	41	13.7
2016-04-05T11:55	41	13.7
2016-04-07T23:55	41	13.7
2016-04-10T11:55	41	13.7
2016-04-12T23:55	42	13.7
2016-04-15T11:55	42	13.7
2016-04-17T23:55	42	13.7
2016-04-20T11:55	42	13.7
2016-04-22T23:55	43	13.7
2016-04-25T11:55	43	13.7
2016-04-27T23:55	43	13.7
2016-04-30T11:55	43	13.5
2016-05-02T23:55	43	13.7
2016-05-05T11:55	44	13.7
2016-05-07T23:55	44	13.7
2016-05-10T11:55	44	13.6
2016-05-12T23:55	44	13.4
2016-05-15T11:55	44	13.7
2016-05-17T23:55	45	13.6
2016-05-20T11:55	45	13.7
2016-05-22T23:55	45	13.7
2016-05-25T11:55	45	13.7
2016-05-27T23:55	45	13.7
2016-05-30T11:55	46	13.7
2016-06-01T23:55	46	13.6
2016-06-04T11:55	46	13.7
2016-06-06T23:55	46	13.7
2016-06-09T11:55	46	13.7
2016-06-11T23:55	47	13.7
2016-06-14T11:55	47	13.7
2016-06-16T23:55	47	13.7
2016-06-19T11:55	47	13.7
2016-06-21T23:55	47	13.7
2016-06-24T11:55	47	13.7
2016-06-26T23:55	48	13.7
2016-06-29T11:55	48	13.7
2016-07-01T23:55	48	13.7
2016-07-04T11:55	48	13.7
2016-07-06T23:55	48	13.7
2016-07-09T11:55	49	13.6
2016-07-11T23:55	49	13.7
2016-07-14T11:55	49	13.7
2016-07-16T23:55	49	13.7
2016-07-19T11:55	49	13.7
2016-07-21T23:55	50	13.7
2016-07-24T11:55	50	13.7
2016-07-26T23:55	50	13.7
2016-07-29T11:55	50	13.7
2016-07-31T23:55	51	13.7
2016-08-03T11:55	51	13.7
2016-08-05T23:55	51	13.7
2016-08-08T11:55	51	13.7
2016-08-10T23:55	51	13.6
2016-08-13T11:55	52	13.7
2016-08-15T23:55	52	13.6
2016-08-18T11:55	52	13.7
2016-08-20T23:55	52	13.7
2016-08-23T11:55	52	13.7
2016-08-25T23:55	53	13.7
2016-08-28T11:55	53	13.6
2016-08-30T23:55	53	13.7
2016-09-02T11:55	53	13.7
2016-09-04T23:55	53	13.7
2016-09-07T11:55	54	13.7
2016-09-09T23:55	54	13.7
2016-09-12T11:55	54	13.7
2016-09-14T23:55	54	13.7
2016-09-17T11:55	54	13.7
2016-09-19T23:55	54	13.7
2016-09-22T11:55	55	13.7
2016-09-24T23:55	55	13.7
2016-09-27T11:55	55	13.7
2016-09-29T23:55	55	13.7
2016-10-02T11:55	55	13.7
2016-10-04T23:55	56	13.7
2016-10-07T11:55	56	13.7
2016-10-09T23:55	56	13.5
2016-10-12T11:55	56	13.7
2016-10-14T23:55	56	13.7
2016-10-17T11:55	57	13.7
2016-10-19T23:55	57	13.7
2016-10-22T11:55	57	13.7
2016-10-24T23:55	57	13.7
2016-10-27T11:55	57	13.7
2016-10-29T23:55	58	13.7
2016-11-01T11:55	58	13.7
2016-11-03T23:55	58	13.7
2016-11-06T11:55	58	13.6
2016-11-08T23:55	58	13.7
2016-11-11T11:55	59	13.7
2016-11-13T23:55	59	13.7
2016-11-16T11:55	59	13.7
2016-11-18T23:55	59	13.7
2016-11-21T11:55	59	13.7
2016-11-23T23:55	59	13.7
2016-11-26T11:55	60	13.7
2016-11-28T23:55	60	13.7
2016-12-01T11:55	60	13.6
2016-12-03T23:55	60	13.7
2016-12-06T11:55	60	13.7
2016-12-08T23:55	61	13.7
2016-12-11T11:55	61	13.7
2016-12-13T23:55	61	13.7
2016-12-16T11:55	61	13.7
2016-12-18T23:55	61	13.7
2016-12-21T11:55	62	13.7
2016-12-23T23:55	62	13.7
2016-12-26T11:55	62	13.7
2016-12-28T23:55	62	13.7
2016-12-31T11:55	62	13.7
2017-01-02T23:55	63	13.7
2017-01-05T11:55	63	13.7
2017-01-07T23:55	63	13.7
2017-01-10T11:55	63	13.7
2017-01-12T23:55	64	13.7
2017-01-15T11:55	64	13.7
2017-01-17T23:55	64	13.7
2017-01-20T11:55	64	13.6
2017-01-22T23:55	64	13.7
2017-01-25T11:55	65	13.7
2017-01-27T23:55	65	13.7
2017-01-30T11:55	65	13.7
2017-02-01T23:55	65	13.7
2017-02-04T11:55	65	13.7
2017-02-06T23:55	66	13.6
2017-02-09T11:55	66	13.7
2017-02-11T23:55	66	13.7
2017-02-14T11:55	66	13.7
2017-02-16T23:55	66	13.6
2017-02-19T11:55	66	13.7
2017-02-21T23:55	67	13.6
2017-02-24T11:55	67	13.7
2017-02-26T23:55	67	13.6
2017-03-01T11:55	67	13.6
2017-03-03T23:55	67	13.6
2017-03-06T11:55	68	13.6
2017-03-08T23:55	68	13.6
2017-03-11T11:55	68	13.6
2017-03-13T23:55	68	13.6
2017-03-16T11:55	68	13.6
2017-03-18T23:55	69	13.6
2017-03-21T11:55	69	13.6
2017-03-23T23:55	69	13.6
2017-03-26T11:55	69	13.6
2017-03-28T23:55	69	13.6
2017-03-31T11:55	70	13.3
2017-04-02T23:55	70	13.6
2017-04-05T11:55	70	13.6
2017-04-07T23:55	70	13.6
2017-04-10T11:55	70	13.6
2017-04-12T23:55	71	13.6
2017-04-15T11:55	71	13.6
2017-04-17T23:55	71	13.6
2017-04-20T11:55	71	13.6
2017-04-22T23:55	71	13.6
2017-04-25T11:55	71	13.5
2017-04-27T23:55	72	13.6
2017-04-30T11:55	72	13.6
2017-05-02T23:55	72	13.6
