date	prs
2014-10-31T03:55	8372.55
2014-10-31T05:55	8372.876
2014-10-31T07:55	8372.901
2014-10-31T09:55	8373.065
2014-10-31T11:55	8373.0
2014-10-31T13:55	8372.839
2014-10-31T15:55	8372.806
2014-10-31T17:55	8372.668
2014-10-31T19:55	8372.829
2014-10-31T21:55	8372.646
2014-10-31T23:55	8372.764
2014-11-01T01:55	8372.434
2014-11-01T03:55	8372.695
2014-11-01T05:55	8372.682
2014-11-01T07:55	8372.896
2014-11-01T09:55	8372.776
2014-11-01T11:55	8372.934
2014-11-01T13:55	8372.835
2014-11-01T15:55	8372.7
2014-11-01T17:55	8372.786
2014-11-01T19:55	8372.839
2014-11-01T21:55	8372.297
2014-11-01T23:55	8372.491
2014-11-02T01:55	8372.764
2014-11-02T03:55	8372.772
2014-11-02T05:55	8372.792
2014-11-02T07:55	8373.051
2014-11-02T09:55	8373.097
2014-11-02T11:55	8372.969
2014-11-02T13:55	8372.92
2014-11-02T15:55	8372.985
2014-11-02T17:55	8372.879
2014-11-02T19:55	8372.957
2014-11-02T21:55	8372.82
2014-11-02T23:55	8372.826
2014-11-03T01:55	8373.107
2014-11-03T03:55	8372.963
2014-11-03T05:55	8373.086
2014-11-03T07:55	8373.079
2014-11-03T09:55	8373.162
2014-11-03T11:55	8373.181
2014-11-03T13:55	8372.933
2014-11-03T15:55	8373.284
2014-11-03T17:55	8373.294
2014-11-03T19:55	8373.15
2014-11-03T21:55	8373.08
2014-11-03T23:55	8373.104
2014-11-04T01:55	8373.186
2014-11-04T03:55	8373.364
2014-11-04T05:55	8373.608
2014-11-04T07:55	8373.56
2014-11-04T09:55	8373.375
2014-11-04T11:55	8373.316
2014-11-04T13:55	8373.134
2014-11-04T15:55	8373.327
2014-11-04T17:55	8373.274
2014-11-04T19:55	8373.379
2014-11-04T21:55	8373.19
2014-11-04T23:55	8373.174
2014-11-05T01:55	8373.158
2014-11-05T03:55	8373.453
2014-11-05T05:55	8373.621
2014-11-05T07:55	8373.699
2014-11-05T09:55	8373.457
2014-11-05T11:55	8373.451
2014-11-05T13:55	8373.358
2014-11-05T15:55	8373.561
2014-11-05T17:55	8373.719
2014-11-05T19:55	8373.662
2014-11-05T21:55	8373.906
2014-11-05T23:55	8373.799
2014-11-06T01:55	8373.969
2014-11-06T03:55	8374.254
2014-11-06T05:55	8374.271
2014-11-06T07:55	8374.549
2014-11-06T09:55	8374.33
2014-11-06T11:55	8373.935
2014-11-06T13:55	8373.817
2014-11-06T15:55	8374.207
2014-11-06T17:55	8374.343
2014-11-06T19:55	8374.334
2014-11-06T21:55	8374.222
2014-11-06T23:55	8374.242
2014-11-07T01:55	8374.413
2014-11-07T03:55	8374.574
2014-11-07T05:55	8374.715
2014-11-07T07:55	8374.505
2014-11-07T09:55	8374.28
2014-11-07T11:55	8374.337
2014-11-07T13:55	8374.141
2014-11-07T15:55	8373.951
2014-11-07T17:55	8374.226
2014-11-07T19:55	8374.229
2014-11-07T21:55	8374.105
2014-11-07T23:55	8374.1
2014-11-08T01:55	8374.209
2014-11-08T03:55	8374.727
2014-11-08T05:55	8374.957
2014-11-08T07:55	8375.104
2014-11-08T09:55	8375.104
2014-11-08T11:55	8374.985
2014-11-08T13:55	8374.892
2014-11-08T15:55	8374.739
2014-11-08T17:55	8374.831
2014-11-08T19:55	8375.075
2014-11-08T21:55	8374.78
2014-11-08T23:55	8374.797
2014-11-09T01:55	8375.183
2014-11-09T03:55	8375.263
2014-11-09T05:55	8375.425
2014-11-09T07:55	8375.782
2014-11-09T09:55	8375.206
2014-11-09T11:55	8375.292
2014-11-09T13:55	8375.041
2014-11-09T15:55	8375.087
2014-11-09T17:55	8375.234
2014-11-09T19:55	8375.654
2014-11-09T21:55	8375.466
2014-11-09T23:55	8375.51
2014-11-10T01:55	8375.518
2014-11-10T03:55	8375.723
2014-11-10T05:55	8375.975
2014-11-10T07:55	8376.04
2014-11-10T09:55	8376.131
2014-11-10T11:55	8375.495
2014-11-10T13:55	8375.784
2014-11-10T15:55	8375.57
2014-11-10T17:55	8375.593
2014-11-10T19:55	8375.39
2014-11-10T21:55	8375.747
2014-11-10T23:55	8375.642
2014-11-11T01:55	8375.545
2014-11-11T03:55	8375.617
2014-11-11T05:55	8375.719
2014-11-11T07:55	8375.926
2014-11-11T09:55	8375.498
2014-11-11T11:55	8375.346
2014-11-11T13:55	8375.21
2014-11-11T15:55	8374.832
2014-11-11T17:55	8374.596
2014-11-11T19:55	8374.684
2014-11-11T21:55	8374.455
2014-11-11T23:55	8374.528
2014-11-12T01:55	8374.592
2014-11-12T03:55	8374.553
2014-11-12T05:55	8374.861
2014-11-12T07:55	8374.933
2014-11-12T09:55	8375.029
2014-11-12T11:55	8375.175
2014-11-12T13:55	8374.818
2014-11-12T15:55	8374.761
2014-11-12T17:55	8374.631
2014-11-12T19:55	8374.728
2014-11-12T21:55	8374.933
2014-11-12T23:55	8374.899
2014-11-13T01:55	8375.111
2014-11-13T03:55	8375.161
2014-11-13T05:55	8375.245
2014-11-13T07:55	8375.473
2014-11-13T09:55	8375.458
2014-11-13T11:55	8375.565
2014-11-13T13:55	8375.378
2014-11-13T15:55	8375.377
2014-11-13T17:55	8375.295
2014-11-13T19:55	8375.777
2014-11-13T21:55	8375.51
2014-11-13T23:55	8375.376
2014-11-14T01:55	8375.382
2014-11-14T03:55	8375.388
2014-11-14T05:55	8375.475
2014-11-14T07:55	8376.14
2014-11-14T09:55	8375.719
2014-11-14T11:55	8375.771
2014-11-14T13:55	8375.644
2014-11-14T15:55	8375.405
2014-11-14T17:55	8375.333
2014-11-14T19:55	8375.43
2014-11-14T21:55	8375.589
2014-11-14T23:55	8375.329
2014-11-15T01:55	8375.316
2014-11-15T03:55	8375.395
2014-11-15T05:55	8375.272
2014-11-15T07:55	8375.39
2014-11-15T09:55	8375.287
2014-11-15T11:55	8375.39
2014-11-15T13:55	8375.454
2014-11-15T15:55	8375.287
2014-11-15T17:55	8375.133
2014-11-15T19:55	8375.352
2014-11-15T21:55	8375.287
2014-11-15T23:55	8375.386
2014-11-16T01:55	8375.323
2014-11-16T03:55	8375.498
2014-11-16T05:55	8375.602
2014-11-16T07:55	8375.625
2014-11-16T09:55	8375.729
2014-11-16T11:55	8375.928
2014-11-16T13:55	8375.711
2014-11-16T15:55	8375.961
2014-11-16T17:55	8376.115
2014-11-16T19:55	8375.879
2014-11-16T21:55	8375.926
2014-11-16T23:55	8375.985
2014-11-17T01:55	8376.161
2014-11-17T03:55	8376.125
2014-11-17T05:55	8376.217
2014-11-17T07:55	8376.133
2014-11-17T09:55	8376.186
2014-11-17T11:55	8376.091
2014-11-17T13:55	8376.376
2014-11-17T15:55	8376.581
2014-11-17T17:55	8376.525
2014-11-17T19:55	8376.425
2014-11-17T21:55	8376.161
2014-11-17T23:55	8376.281
2014-11-18T01:55	8376.131
2014-11-18T03:55	8376.21
2014-11-18T05:55	8376.289
2014-11-18T07:55	8376.351
2014-11-18T09:55	8376.145
2014-11-18T11:55	8375.977
2014-11-18T13:55	8376.172
2014-11-18T15:55	8376.046
2014-11-18T17:55	8376.368
2014-11-18T19:55	8376.441
2014-11-18T21:55	8376.313
2014-11-18T23:55	8376.195
2014-11-19T01:55	8376.372
2014-11-19T03:55	8376.444
2014-11-19T05:55	8376.703
2014-11-19T07:55	8376.306
2014-11-19T09:55	8376.239
2014-11-19T11:55	8376.318
2014-11-19T13:55	8376.451
2014-11-19T15:55	8376.418
2014-11-19T17:55	8376.303
2014-11-19T19:55	8376.101
2014-11-19T21:55	8376.342
2014-11-19T23:55	8376.66
2014-11-20T01:55	8376.945
2014-11-20T03:55	8377.227
2014-11-20T05:55	8377.189
2014-11-20T07:55	8377.004
2014-11-20T09:55	8376.527
2014-11-20T11:55	8376.157
2014-11-20T13:55	8376.315
2014-11-20T15:55	8376.03
2014-11-20T17:55	8376.097
2014-11-20T19:55	8375.753
2014-11-20T21:55	8375.985
2014-11-20T23:55	8375.778
2014-11-21T01:55	8375.814
2014-11-21T03:55	8375.955
2014-11-21T05:55	8375.942
2014-11-21T07:55	8376.089
2014-11-21T09:55	8376.186
2014-11-21T11:55	8375.918
2014-11-21T13:55	8375.911
2014-11-21T15:55	8375.826
2014-11-21T17:55	8376.279
2014-11-21T19:55	8376.247
2014-11-21T21:55	8376.046
2014-11-21T23:55	8376.083
2014-11-22T01:55	8376.237
2014-11-22T03:55	8376.42
2014-11-22T05:55	8376.547
2014-11-22T07:55	8376.457
2014-11-22T09:55	8376.132
2014-11-22T11:55	8375.961
2014-11-22T13:55	8376.078
2014-11-22T15:55	8375.841
2014-11-22T17:55	8375.796
2014-11-22T19:55	8375.955
2014-11-22T21:55	8375.713
2014-11-22T23:55	8375.773
2014-11-23T01:55	8375.796
2014-11-23T03:55	8376.106
2014-11-23T05:55	8376.105
2014-11-23T07:55	8376.284
2014-11-23T09:55	8376.172
2014-11-23T11:55	8375.605
2014-11-23T13:55	8375.485
2014-11-23T15:55	8375.248
2014-11-23T17:55	8375.372
2014-11-23T19:55	8375.359
2014-11-23T21:55	8375.484
2014-11-23T23:55	8375.354
2014-11-24T01:55	8375.059
2014-11-24T03:55	8375.218
2014-11-24T05:55	8375.446
2014-11-24T07:55	8375.363
2014-11-24T09:55	8375.347
2014-11-24T11:55	8375.131
2014-11-24T13:55	8375.022
2014-11-24T15:55	8374.981
2014-11-24T17:55	8375.133
2014-11-24T19:55	8375.256
2014-11-24T21:55	8375.415
2014-11-24T23:55	8375.401
2014-11-25T01:55	8375.517
2014-11-25T03:55	8375.455
2014-11-25T05:55	8375.771
2014-11-25T07:55	8375.701
2014-11-25T09:55	8375.39
2014-11-25T11:55	8375.259
2014-11-25T13:55	8374.81
2014-11-25T15:55	8374.67
2014-11-25T17:55	8374.697
2014-11-25T19:55	8375.096
2014-11-25T21:55	8375.054
2014-11-25T23:55	8375.157
2014-11-26T01:55	8375.183
2014-11-26T03:55	8375.346
2014-11-26T05:55	8376.033
2014-11-26T07:55	8375.886
2014-11-26T09:55	8375.993
2014-11-26T11:55	8375.869
2014-11-26T13:55	8375.651
2014-11-26T15:55	8375.568
2014-11-26T17:55	8375.725
2014-11-26T19:55	8375.585
2014-11-26T21:55	8375.648
2014-11-26T23:55	8375.469
2014-11-27T01:55	8375.499
2014-11-27T03:55	8375.408
2014-11-27T05:55	8375.689
2014-11-27T07:55	8375.729
2014-11-27T09:55	8375.513
2014-11-27T11:55	8375.521
2014-11-27T13:55	8375.362
2014-11-27T15:55	8375.317
2014-11-27T17:55	8375.498
2014-11-27T19:55	8375.589
2014-11-27T21:55	8375.662
2014-11-27T23:55	8375.625
2014-11-28T01:55	8375.65
2014-11-28T03:55	8375.918
2014-11-28T05:55	8375.755
2014-11-28T07:55	8376.162
2014-11-28T09:55	8376.018
2014-11-28T11:55	8376.082
2014-11-28T13:55	8376.216
2014-11-28T15:55	8376.004
2014-11-28T17:55	8375.881
2014-11-28T19:55	8375.942
2014-11-28T21:55	8375.791
2014-11-28T23:55	8376.068
2014-11-29T01:55	8375.964
2014-11-29T03:55	8375.96
2014-11-29T05:55	8375.959
2014-11-29T07:55	8376.166
2014-11-29T09:55	8376.208
2014-11-29T11:55	8376.342
2014-11-29T13:55	8376.05
2014-11-29T15:55	8376.099
2014-11-29T17:55	8376.068
2014-11-29T19:55	8376.001
2014-11-29T21:55	8376.018
2014-11-29T23:55	8375.851
2014-11-30T01:55	8376.192
2014-11-30T03:55	8376.283
2014-11-30T05:55	8376.238
2014-11-30T07:55	8376.649
2014-11-30T09:55	8376.436
2014-11-30T11:55	8376.641
2014-11-30T13:55	8376.199
2014-11-30T15:55	8375.988
2014-11-30T17:55	8375.926
2014-11-30T19:55	8375.504
2014-11-30T21:55	8375.28
2014-11-30T23:55	8375.152
2014-12-01T01:55	8374.785
2014-12-01T03:55	8375.068
2014-12-01T05:55	8374.968
2014-12-01T07:55	8375.175
2014-12-01T09:55	8375.093
2014-12-01T11:55	8375.236
2014-12-01T13:55	8375.246
2014-12-01T15:55	8375.265
2014-12-01T17:55	8375.254
2014-12-01T19:55	8375.166
2014-12-01T21:55	8374.787
2014-12-01T23:55	8375.118
2014-12-02T01:55	8375.275
2014-12-02T03:55	8375.322
2014-12-02T05:55	8375.536
2014-12-02T07:55	8375.638
2014-12-02T09:55	8375.771
2014-12-02T11:55	8375.66
2014-12-02T13:55	8375.658
2014-12-02T15:55	8376.073
2014-12-02T17:55	8375.735
2014-12-02T19:55	8375.777
2014-12-02T21:55	8375.918
2014-12-02T23:55	8376.21
2014-12-03T01:55	8376.617
2014-12-03T03:55	8376.595
2014-12-03T05:55	8376.688
2014-12-03T07:55	8376.475
2014-12-03T09:55	8376.8
2014-12-03T11:55	8376.6
2014-12-03T13:55	8376.68
2014-12-03T15:55	8376.65
2014-12-03T17:55	8376.974
2014-12-03T19:55	8376.825
2014-12-03T21:55	8376.918
2014-12-03T23:55	8377.141
2014-12-04T01:55	8377.439
2014-12-04T03:55	8377.589
2014-12-04T05:55	8377.533
2014-12-04T07:55	8377.472
2014-12-04T09:55	8377.107
2014-12-04T11:55	8377.002
2014-12-04T13:55	8377.123
2014-12-04T15:55	8377.042
2014-12-04T17:55	8377.335
2014-12-04T19:55	8377.292
2014-12-04T21:55	8377.222
2014-12-04T23:55	8376.903
2014-12-05T01:55	8377.498
2014-12-05T03:55	8377.774
2014-12-05T05:55	8377.693
2014-12-05T07:55	8377.631
2014-12-05T09:55	8377.48
2014-12-05T11:55	8377.032
2014-12-05T13:55	8376.934
