date	hrt
2014-11-16T01:15	14.514971
2014-11-16T03:15	14.515522
2014-11-16T05:15	14.515118
2014-11-16T07:15	14.515798
2014-11-16T09:15	14.516569
2014-11-16T11:15	14.516036
2014-11-16T13:15	14.515265
2014-11-16T15:15	14.514787
2014-11-16T17:15	14.515907
2014-11-16T19:15	14.514529
2014-11-16T21:15	14.516109
2014-11-16T23:15	14.515798
2014-11-17T01:15	14.514842
2014-11-17T03:15	14.514162
2014-11-17T05:15	14.514382
2014-11-17T07:15	14.513813
2014-11-17T09:15	14.512821
2014-11-17T11:15	14.514401
2014-11-17T13:15	14.512821
2014-11-17T15:15	14.51137
2014-11-17T17:15	14.510616
2014-11-17T19:15	14.511406
2014-11-17T21:15	14.509863
2014-11-17T23:15	14.510158
2014-11-18T01:15	14.506813
2014-11-18T03:15	14.508062
2014-11-18T05:15	14.512068
2014-11-18T07:15	14.515705
2014-11-18T09:15	14.515154
2014-11-18T11:15	14.514511
2014-11-18T13:15	14.514934
2014-11-18T15:15	14.51576
2014-11-18T17:15	14.515669
2014-11-18T19:15	14.515393
2014-11-18T21:15	14.514585
2014-11-18T23:15	14.515576
2014-11-19T01:15	14.515449
2014-11-19T03:15	14.514566
2014-11-19T05:15	14.515925
2014-11-19T07:15	14.515301
2014-11-19T09:15	14.515669
2014-11-19T11:15	14.514787
2014-11-19T13:15	14.514971
2014-11-19T15:15	14.514475
2014-11-19T17:15	14.5151
2014-11-19T19:15	14.515025
2014-11-19T21:15	14.515558
2014-11-19T23:15	14.515889
2014-11-20T01:15	14.515191
2014-11-20T03:15	14.515742
2014-11-20T05:15	14.515062
2014-11-20T07:15	14.514291
2014-11-20T09:15	14.515798
2014-11-20T11:15	14.515816
2014-11-20T13:15	14.515687
2014-11-20T15:15	14.515375
2014-11-20T17:15	14.515889
2014-11-20T19:15	14.514493
2014-11-20T21:15	14.515558
2014-11-20T23:15	14.51385
2014-11-21T01:15	14.515393
2014-11-21T03:15	14.514585
2014-11-21T05:15	14.514529
2014-11-21T07:15	14.515429
2014-11-21T09:15	14.514327
2014-11-21T11:15	14.514585
2014-11-21T13:15	14.513556
2014-11-21T15:15	14.51396
2014-11-21T17:15	14.514438
2014-11-21T19:15	14.513152
2014-11-21T21:15	14.513097
2014-11-21T23:15	14.513886
2014-11-22T01:15	14.513446
2014-11-22T03:15	14.513428
