date	hrt
2014-10-31T08:15	14.51252
2014-10-31T10:15	14.512318
2014-10-31T12:15	14.512207
2014-10-31T14:15	14.51195
2014-11-10T18:15	14.514009
2014-11-10T20:15	14.513144
2014-11-10T22:15	14.513622
2014-11-11T00:15	14.513494
2014-11-11T02:15	14.511895
2014-11-11T04:15	14.512244
2014-11-11T06:15	14.513567
2014-11-11T08:15	14.511675
2014-11-11T10:15	14.511031
2014-11-11T12:15	14.51184
2014-11-11T14:15	14.511601
2014-11-11T16:15	14.512244
2014-11-11T18:15	14.511638
2014-11-11T20:15	14.51116
2014-11-11T22:15	14.512465
2014-11-12T00:15	14.512244
2014-11-12T02:15	14.512153
2014-11-12T04:15	14.511729
2014-11-12T06:15	14.512428
2014-11-12T08:15	14.512281
2014-11-12T10:15	14.511601
2014-11-12T12:15	14.512557
2014-11-12T14:15	14.511675
2014-11-12T16:15	14.512134
2014-11-12T18:15	14.511693
2014-11-12T20:15	14.511748
2014-11-12T22:15	14.510884
2014-11-13T00:15	14.510499
2014-11-13T02:15	14.510186
2014-11-13T04:15	14.509506
2014-11-13T06:15	14.510333
2014-11-13T08:15	14.510425
2014-11-13T10:15	14.511271
2014-11-13T12:15	14.510388
2014-11-13T14:15	14.509377
2014-11-13T16:15	14.509286
2014-11-13T18:15	14.511858
2014-11-13T20:15	14.509855
2014-11-13T22:15	14.510591
2014-11-14T00:15	14.509506
2014-11-14T02:15	14.511473
2014-11-14T04:15	14.511675
2014-11-14T06:15	14.511289
2014-11-14T08:15	14.510995
2014-11-14T10:15	14.51162
2014-11-14T12:15	14.510921
2014-11-14T14:15	14.511564
2014-11-14T16:15	14.511013
2014-11-14T18:15	14.511858
2014-11-14T20:15	14.512557
2014-11-14T22:15	14.511693
2014-11-15T00:15	14.513108
2014-11-15T02:15	14.512483
2014-11-15T04:15	14.512153
2014-11-15T06:15	14.512153
2014-11-15T08:15	14.512465
2014-11-15T10:15	14.511804
2014-11-15T12:15	14.512649
2014-11-15T14:15	14.512685
2014-11-15T16:15	14.511913
2014-11-15T18:15	14.512115
2014-11-15T20:15	14.511877
2014-11-15T22:15	14.512428
2014-11-16T00:15	14.512207
2014-11-16T02:15	14.513347
2014-11-16T04:15	14.51252
2014-11-16T06:15	14.512079
2014-11-16T08:15	14.512869
