date	hrt
2014-10-31T02:55	14.501183
2014-10-31T04:55	14.499309
2014-10-31T06:55	14.499125
2014-10-31T08:55	14.496515
2014-10-31T10:55	14.498022
2014-10-31T12:55	14.49918
2014-10-31T14:55	14.499143
2014-10-31T15:07	14.498389
2014-10-31T15:12	14.49896
2014-10-31T15:17	14.49804
2014-10-31T15:22	14.499749
2014-10-31T16:55	14.497636
2014-10-31T18:55	14.497618
2014-10-31T20:55	14.489295
2014-10-31T22:55	14.4933
2014-11-01T00:55	14.49556
2014-11-01T02:55	14.497893
2014-11-01T04:55	14.502358
2014-11-01T06:55	14.502468
2014-11-01T08:55	14.503406
2014-11-01T10:55	14.504048
2014-11-01T12:55	14.504141
2014-11-01T14:55	14.502946
2014-11-01T16:55	14.502414
2014-11-01T18:55	14.502744
2014-11-01T20:55	14.502321
2014-11-01T22:55	14.502763
2014-11-02T00:55	14.501605
2014-11-02T02:55	14.50177
2014-11-02T04:55	14.501568
2014-11-02T06:55	14.502339
2014-11-02T08:55	14.501678
2014-11-02T10:55	14.502339
2014-11-02T12:55	14.502983
2014-11-02T14:55	14.501421
2014-11-02T16:55	14.50177
2014-11-02T18:55	14.502046
2014-11-02T20:55	14.502028
2014-11-02T22:55	14.502561
2014-11-03T00:55	14.501605
2014-11-03T02:55	14.502432
2014-11-03T04:55	14.502064
2014-11-03T06:55	14.50291
2014-11-03T08:55	14.502579
2014-11-03T10:55	14.502358
2014-11-03T12:55	14.50245
2014-11-03T14:55	14.502138
2014-11-03T16:55	14.502707
2014-11-03T18:55	14.50155
2014-11-03T20:55	14.501017
2014-11-03T22:55	14.501366
2014-11-04T00:55	14.500594
2014-11-04T02:55	14.500465
2014-11-04T04:55	14.500888
2014-11-04T06:55	14.500814
2014-11-04T08:55	14.500245
2014-11-04T10:55	14.493814
2014-11-04T12:55	14.488798
2014-11-04T14:55	14.487751
2014-11-04T16:55	14.490544
2014-11-04T18:55	14.478601
2014-11-04T20:55	14.485197
2014-11-04T22:55	14.481633
2014-11-05T00:55	14.485767
2014-11-05T02:55	14.483783
2014-11-05T04:55	14.480953
2014-11-05T06:55	14.480806
2014-11-05T08:55	14.47851
2014-11-05T10:55	14.481118
2014-11-05T12:55	14.477921
2014-11-05T14:55	14.47726
2014-11-05T16:55	14.477095
2014-11-05T18:55	14.478455
2014-11-05T20:55	14.476709
2014-11-05T22:55	14.479961
2014-11-06T00:55	14.49703
2014-11-06T02:55	14.500668
2014-11-06T04:55	14.50076
2014-11-06T06:55	14.500374
2014-11-06T08:55	14.502358
2014-11-06T10:55	14.502487
2014-11-06T12:55	14.50109
2014-11-06T14:55	14.502615
2014-11-06T16:55	14.501183
2014-11-06T18:55	14.501936
2014-11-06T20:55	14.502303
2014-11-06T22:55	14.50267
2014-11-07T00:55	14.501899
2014-11-07T02:55	14.502854
2014-11-07T04:55	14.501623
2014-11-07T06:55	14.502597
2014-11-07T08:55	14.502138
2014-11-07T10:55	14.502726
2014-11-07T12:55	14.502468
2014-11-07T14:55	14.502321
2014-11-07T16:55	14.501163
2014-11-07T18:55	14.501917
2014-11-07T20:55	14.501881
2014-11-07T22:55	14.501421
2014-11-08T00:55	14.502689
2014-11-08T02:55	14.501605
2014-11-08T04:55	14.502119
2014-11-08T06:55	14.502487
2014-11-08T08:55	14.501788
2014-11-08T10:55	14.501623
2014-11-08T12:55	14.501807
2014-11-08T14:55	14.501936
2014-11-08T16:55	14.502432
2014-11-08T18:55	14.502138
2014-11-08T20:55	14.502744
2014-11-08T22:55	14.501366
2014-11-09T00:55	14.501568
2014-11-09T02:55	14.503295
2014-11-09T04:55	14.502212
2014-11-09T06:55	14.502046
2014-11-09T08:55	14.502064
2014-11-09T10:55	14.501936
2014-11-09T12:55	14.500612
2014-11-09T14:55	14.498794
2014-11-09T16:55	14.497379
2014-11-09T18:55	14.501439
2014-11-09T20:55	14.501311
2014-11-09T22:55	14.501311
2014-11-10T00:55	14.501439
2014-11-10T02:55	14.499914
2014-11-10T04:55	14.49962
2014-11-10T06:55	14.496589
2014-11-10T08:55	14.498904
2014-11-10T10:55	14.503112
2014-11-10T12:55	14.502321
2014-11-10T14:55	14.503424
2014-11-10T16:55	14.50335
2014-11-10T18:55	14.502615
2014-11-10T20:55	14.503038
2014-11-10T22:55	14.503001
2014-11-11T00:55	14.502303
2014-11-11T02:55	14.503387
2014-11-11T04:55	14.500612
2014-11-11T06:55	14.501807
2014-11-11T08:55	14.502192
2014-11-11T10:55	14.501605
2014-11-11T12:55	14.502303
2014-11-11T14:55	14.502303
2014-11-11T16:55	14.501219
2014-11-11T18:55	14.501292
2014-11-11T20:55	14.50076
2014-11-11T22:55	14.500429
2014-11-12T00:55	14.50019
2014-11-12T02:55	14.501183
2014-11-12T04:55	14.499639
2014-11-12T06:55	14.500814
2014-11-12T08:55	14.500907
2014-11-12T10:55	14.502432
2014-11-12T12:55	14.501183
2014-11-12T14:55	14.49986
