date	range_ID	range	TAT
2014-10-31T00:55	2301	1883.785	600.0
2014-10-31T00:55	2302	1093.115	440.0
2014-10-31T00:55	2304	0.0	640.0
2014-10-31T00:55	2305	1403.217	280.0
2014-10-31T00:55	2307	0.0	80.0
2014-10-31T02:55	2301	1883.781	600.0
2014-10-31T02:55	2302	1093.115	440.0
2014-10-31T02:55	2304	0.0	640.0
2014-10-31T02:55	2305	1403.215	280.0
2014-10-31T02:55	2307	0.0	80.0
2014-10-31T04:55	2301	1883.784	600.0
2014-10-31T04:55	2302	0.0	440.0
2014-10-31T04:55	2304	0.0	640.0
2014-10-31T04:55	2305	1403.217	280.0
2014-10-31T04:55	2307	0.0	80.0
2014-10-31T06:55	2301	1883.791	600.0
2014-10-31T06:55	2302	1093.111	440.0
2014-10-31T06:55	2304	0.0	640.0
2014-10-31T06:55	2305	1403.216	280.0
2014-10-31T06:55	2307	0.0	80.0
2014-10-31T08:55	2301	1883.785	600.0
2014-10-31T08:55	2302	0.0	440.0
2014-10-31T08:55	2304	0.0	640.0
2014-10-31T08:55	2305	1403.218	280.0
2014-10-31T08:55	2307	0.0	80.0
2014-10-31T10:55	2301	1883.793	600.0
2014-10-31T10:55	2302	1093.12	440.0
2014-10-31T10:55	2304	0.0	640.0
2014-10-31T10:55	2305	1403.217	280.0
2014-10-31T10:55	2307	0.0	80.0
2014-10-31T12:55	2301	1883.784	600.0
2014-10-31T12:55	2302	1093.109	440.0
2014-10-31T12:55	2304	0.0	640.0
2014-10-31T12:55	2305	1403.211	280.0
2014-10-31T12:55	2307	0.0	80.0
2014-10-31T14:55	2301	1883.779	600.0
2014-10-31T14:55	2302	1093.113	440.0
2014-10-31T14:55	2304	0.0	640.0
2014-10-31T14:55	2305	1403.216	280.0
2014-10-31T14:55	2307	0.0	80.0
2014-10-31T15:07	2301	1883.786	600.0
2014-10-31T15:07	2302	1093.113	440.0
2014-10-31T15:07	2304	0.0	640.0
2014-10-31T15:07	2305	1403.214	280.0
2014-10-31T15:12	2301	1883.782	600.0
2014-10-31T15:12	2302	1093.113	440.0
2014-10-31T15:12	2304	0.0	640.0
2014-10-31T15:12	2305	1403.213	280.0
2014-10-31T15:17	2301	1883.79	600.0
2014-10-31T15:17	2302	1093.111	440.0
2014-10-31T15:17	2304	0.0	640.0
2014-10-31T15:17	2305	1403.209	280.0
2014-10-31T15:22	2301	1883.783	600.0
2014-10-31T15:22	2302	1093.113	440.0
2014-10-31T15:22	2304	0.0	640.0
2014-10-31T15:22	2305	1403.208	280.0
2014-10-31T16:55	2301	1883.793	600.0
2014-10-31T16:55	2302	1093.114	440.0
2014-10-31T16:55	2304	0.0	640.0
2014-10-31T16:55	2305	1403.213	280.0
2014-10-31T16:55	2307	0.0	80.0
2014-10-31T18:55	2301	1883.775	600.0
2014-10-31T18:55	2302	1093.115	440.0
2014-10-31T18:55	2304	0.0	640.0
2014-10-31T18:55	2305	1403.212	280.0
2014-10-31T18:55	2307	0.0	80.0
2014-10-31T20:55	2301	1883.78	600.0
2014-10-31T20:55	2302	1093.116	440.0
2014-10-31T20:55	2304	0.0	640.0
2014-10-31T20:55	2305	1403.212	280.0
2014-10-31T20:55	2307	0.0	80.0
2014-10-31T22:55	2301	1883.778	600.0
2014-10-31T22:55	2302	1093.117	440.0
2014-10-31T22:55	2304	0.0	640.0
2014-10-31T22:55	2305	1403.209	280.0
2014-10-31T22:55	2307	0.0	80.0
2014-11-01T00:55	2301	1883.776	600.0
2014-11-01T00:55	2302	1093.115	440.0
2014-11-01T00:55	2304	0.0	640.0
2014-11-01T00:55	2305	1403.205	280.0
2014-11-01T00:55	2307	0.0	80.0
2014-11-01T02:55	2301	1883.783	600.0
2014-11-01T02:55	2302	1093.114	440.0
2014-11-01T02:55	2304	0.0	640.0
2014-11-01T02:55	2305	1403.213	280.0
2014-11-01T02:55	2307	0.0	80.0
2014-11-01T04:55	2301	1883.789	600.0
2014-11-01T04:55	2302	1093.108	440.0
2014-11-01T04:55	2304	0.0	640.0
2014-11-01T04:55	2305	1403.213	280.0
2014-11-01T04:55	2307	0.0	80.0
2014-11-01T06:55	2301	1883.78	600.0
2014-11-01T06:55	2302	1093.113	440.0
2014-11-01T06:55	2304	0.0	640.0
2014-11-01T06:55	2305	1403.21	280.0
2014-11-01T06:55	2307	0.0	80.0
2014-11-01T08:55	2301	1883.776	600.0
2014-11-01T08:55	2302	1093.109	440.0
2014-11-01T08:55	2304	0.0	640.0
2014-11-01T08:55	2305	1403.21	280.0
2014-11-01T08:55	2307	0.0	80.0
2014-11-01T10:55	2301	1883.789	600.0
2014-11-01T10:55	2302	1093.108	440.0
2014-11-01T10:55	2304	0.0	640.0
2014-11-01T10:55	2305	1403.21	280.0
2014-11-01T10:55	2307	0.0	80.0
2014-11-01T12:55	2301	1883.773	600.0
2014-11-01T12:55	2302	1093.106	440.0
2014-11-01T12:55	2304	0.0	640.0
2014-11-01T12:55	2305	1403.209	280.0
2014-11-01T12:55	2307	0.0	80.0
2014-11-01T14:55	2301	1883.784	600.0
2014-11-01T14:55	2302	1093.113	440.0
2014-11-01T14:55	2304	0.0	640.0
2014-11-01T14:55	2305	1403.211	280.0
2014-11-01T14:55	2307	0.0	80.0
2014-11-01T16:55	2301	1883.777	600.0
2014-11-01T16:55	2302	1093.108	440.0
2014-11-01T16:55	2304	0.0	640.0
2014-11-01T16:55	2305	1403.207	280.0
2014-11-01T16:55	2307	0.0	80.0
2014-11-01T18:55	2301	1883.777	600.0
