date	range_ID	range	TAT
2014-10-31T00:35	2301	1256.797	600.0
2014-10-31T00:35	2303	973.112	320.0
2014-10-31T00:35	2304	1729.37	640.0
2014-10-31T00:35	2305	956.634	280.0
2014-10-31T00:35	2307	0.0	80.0
2014-10-31T02:35	2301	1256.796	600.0
2014-10-31T02:35	2303	973.114	320.0
2014-10-31T02:35	2304	1729.367	640.0
2014-10-31T02:35	2305	956.632	280.0
2014-10-31T02:35	2307	0.0	80.0
2014-10-31T04:35	2301	1256.796	600.0
2014-10-31T04:35	2303	973.11	320.0
2014-10-31T04:35	2304	1729.366	640.0
2014-10-31T04:35	2305	956.634	280.0
2014-10-31T04:35	2307	0.0	80.0
2014-10-31T06:35	2301	1256.795	600.0
2014-10-31T06:35	2303	973.115	320.0
2014-10-31T06:35	2304	1729.369	640.0
2014-10-31T06:35	2305	956.631	280.0
2014-10-31T06:35	2307	0.0	80.0
2014-10-31T08:35	2301	1256.794	600.0
2014-10-31T08:35	2303	973.116	320.0
2014-10-31T08:35	2304	1729.364	640.0
2014-10-31T08:35	2305	956.633	280.0
2014-10-31T08:35	2307	0.0	80.0
2014-10-31T10:35	2301	1256.801	600.0
2014-10-31T10:35	2303	973.118	320.0
2014-10-31T10:35	2304	1729.37	640.0
2014-10-31T10:35	2305	956.631	280.0
2014-10-31T10:35	2307	0.0	80.0
2014-10-31T12:35	2301	1256.775	600.0
2014-10-31T12:35	2303	0.0	320.0
2014-10-31T12:35	2304	0.0	640.0
2014-10-31T12:35	2305	0.0	280.0
2014-10-31T12:35	2307	0.0	80.0
2014-10-31T14:35	2301	1256.797	600.0
2014-10-31T14:35	2303	973.118	320.0
2014-10-31T14:35	2304	1729.365	640.0
2014-10-31T14:35	2305	956.634	280.0
2014-10-31T14:35	2307	0.0	80.0
2014-10-31T16:35	2301	1256.799	600.0
2014-10-31T16:35	2303	973.116	320.0
2014-10-31T16:35	2304	1729.367	640.0
2014-10-31T16:35	2305	956.636	280.0
2014-10-31T16:35	2307	0.0	80.0
2014-10-31T18:35	2301	1256.798	600.0
2014-10-31T18:35	2303	973.118	320.0
2014-10-31T18:35	2304	1729.366	640.0
2014-10-31T18:35	2305	956.635	280.0
2014-10-31T18:35	2307	1826.61	80.0
2014-10-31T20:35	2301	1256.795	600.0
2014-10-31T20:35	2303	973.117	320.0
2014-10-31T20:35	2304	1729.371	640.0
2014-10-31T20:35	2305	956.635	280.0
2014-10-31T20:35	2307	0.0	80.0
2014-10-31T22:35	2301	1256.795	600.0
2014-10-31T22:35	2303	973.116	320.0
2014-10-31T22:35	2304	1729.364	640.0
2014-10-31T22:35	2305	956.632	280.0
2014-10-31T22:35	2307	0.0	80.0
2014-11-01T00:35	2301	1256.797	600.0
2014-11-01T00:35	2303	973.117	320.0
2014-11-01T00:35	2304	1729.368	640.0
2014-11-01T00:35	2305	956.631	280.0
2014-11-01T00:35	2307	1826.606	80.0
2014-11-01T02:35	2301	1256.793	600.0
2014-11-01T02:35	2303	973.109	320.0
